"County","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"New Haven County","09009","2007-2011","Some Other Race Alone","Number","Margins of Error",780
"New Haven County","09009","2007-2011","Two or More Races","Number","Per Capita Income",14847
"New Haven County","09009","2007-2011","Two or More Races","Number","Margins of Error",1295
"New Haven County","09009","2007-2011","White Alone","Number","Per Capita Income",36090
"New Haven County","09009","2007-2011","White Alone","Number","Margins of Error",498
"New Haven County","09009","2007-2011","White Alone Not Hispanic or Latino","Number","Per Capita Income",38088
"New Haven County","09009","2007-2011","White Alone Not Hispanic or Latino","Number","Margins of Error",562
"New Haven County","09009","2008-2012","All","Number","Per Capita Income",32487
"New Haven County","09009","2008-2012","All","Number","Margins of Error",315
"New Haven County","09009","2008-2012","American Indian and Alaska Native Alone","Number","Per Capita Income",24309
"New Haven County","09009","2008-2012","American Indian and Alaska Native Alone","Number","Margins of Error",8283
"New Haven County","09009","2008-2012","Asian Alone","Number","Per Capita Income",34502
"New Haven County","09009","2008-2012","Asian Alone","Number","Margins of Error",1901
"New Haven County","09009","2008-2012","Black or African American Alone","Number","Per Capita Income",21471
"New Haven County","09009","2008-2012","Black or African American Alone","Number","Margins of Error",696
"New Haven County","09009","2008-2012","Hispanic or Latino","Number","Per Capita Income",16313
"New Haven County","09009","2008-2012","Hispanic or Latino","Number","Margins of Error",583
"New Haven County","09009","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",23083
"New Haven County","09009","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",5450
"New Haven County","09009","2008-2012","Some Other Race Alone","Number","Per Capita Income",14679
"New Haven County","09009","2008-2012","Some Other Race Alone","Number","Margins of Error",788
"New Haven County","09009","2008-2012","Two or More Races","Number","Per Capita Income",16157
"New Haven County","09009","2008-2012","Two or More Races","Number","Margins of Error",1374
"New Haven County","09009","2008-2012","White Alone","Number","Per Capita Income",36129
"New Haven County","09009","2008-2012","White Alone","Number","Margins of Error",401
"New Haven County","09009","2008-2012","White Alone Not Hispanic or Latino","Number","Per Capita Income",38230
"New Haven County","09009","2008-2012","White Alone Not Hispanic or Latino","Number","Margins of Error",451
"New Haven County","09009","2009-2013","All","Number","Per Capita Income",32523
"New Haven County","09009","2009-2013","All","Number","Margins of Error",271
"New Haven County","09009","2009-2013","American Indian and Alaska Native Alone","Number","Per Capita Income",24955
"New Haven County","09009","2009-2013","American Indian and Alaska Native Alone","Number","Margins of Error",10459
"New Haven County","09009","2009-2013","Asian Alone","Number","Per Capita Income",34351
"New Haven County","09009","2009-2013","Asian Alone","Number","Margins of Error",2073
"New Haven County","09009","2009-2013","Black or African American Alone","Number","Per Capita Income",21564
"New Haven County","09009","2009-2013","Black or African American Alone","Number","Margins of Error",822
"New Haven County","09009","2009-2013","Hispanic or Latino","Number","Per Capita Income",16159
"New Haven County","09009","2009-2013","Hispanic or Latino","Number","Margins of Error",560
"New Haven County","09009","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",18214
"New Haven County","09009","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",8866
"New Haven County","09009","2009-2013","Some Other Race Alone","Number","Per Capita Income",14607
"New Haven County","09009","2009-2013","Some Other Race Alone","Number","Margins of Error",1082
"New Haven County","09009","2009-2013","Two or More Races","Number","Per Capita Income",15346
"New Haven County","09009","2009-2013","Two or More Races","Number","Margins of Error",1347
"New Haven County","09009","2009-2013","White Alone","Number","Per Capita Income",36217
"New Haven County","09009","2009-2013","White Alone","Number","Margins of Error",365
"New Haven County","09009","2009-2013","White Alone Not Hispanic or Latino","Number","Per Capita Income",38557
"New Haven County","09009","2009-2013","White Alone Not Hispanic or Latino","Number","Margins of Error",400
"New Haven County","09009","2010-2014","All","Number","Per Capita Income",32794
"New Haven County","09009","2010-2014","All","Number","Margins of Error",355
"New Haven County","09009","2010-2014","American Indian and Alaska Native Alone","Number","Per Capita Income",33171
"New Haven County","09009","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",19475
"New Haven County","09009","2010-2014","Asian Alone","Number","Per Capita Income",33604
"New Haven County","09009","2010-2014","Asian Alone","Number","Margins of Error",1684
"New Haven County","09009","2010-2014","Black or African American Alone","Number","Per Capita Income",21366
"New Haven County","09009","2010-2014","Black or African American Alone","Number","Margins of Error",684
"New Haven County","09009","2010-2014","Hispanic or Latino","Number","Per Capita Income",16212
"New Haven County","09009","2010-2014","Hispanic or Latino","Number","Margins of Error",387
"New Haven County","09009","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",21945
"New Haven County","09009","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",7391
"New Haven County","09009","2010-2014","Some Other Race Alone","Number","Per Capita Income",14335
"New Haven County","09009","2010-2014","Some Other Race Alone","Number","Margins of Error",748
"New Haven County","09009","2010-2014","Two or More Races","Number","Per Capita Income",16313
"New Haven County","09009","2010-2014","Two or More Races","Number","Margins of Error",1429
"New Haven County","09009","2010-2014","White Alone","Number","Per Capita Income",36617
"New Haven County","09009","2010-2014","White Alone","Number","Margins of Error",425
"New Haven County","09009","2010-2014","White Alone Not Hispanic or Latino","Number","Per Capita Income",39204
"New Haven County","09009","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",484
"New Haven County","09009","2011-2015","All","Number","Per Capita Income",32852
"New Haven County","09009","2011-2015","All","Number","Margins of Error",302
"New Haven County","09009","2011-2015","American Indian and Alaska Native Alone","Number","Per Capita Income",29281
"New Haven County","09009","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",12592
"New Haven County","09009","2011-2015","Asian Alone","Number","Per Capita Income",34150
"New Haven County","09009","2011-2015","Asian Alone","Number","Margins of Error",2131
"New Haven County","09009","2011-2015","Black or African American Alone","Number","Per Capita Income",21679
"New Haven County","09009","2011-2015","Black or African American Alone","Number","Margins of Error",811
"New Haven County","09009","2011-2015","Hispanic or Latino","Number","Per Capita Income",16530
"New Haven County","09009","2011-2015","Hispanic or Latino","Number","Margins of Error",492
"New Haven County","09009","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",23313
"New Haven County","09009","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",15272
"New Haven County","09009","2011-2015","Some Other Race Alone","Number","Per Capita Income",14898
"New Haven County","09009","2011-2015","Some Other Race Alone","Number","Margins of Error",922
"New Haven County","09009","2011-2015","Two or More Races","Number","Per Capita Income",16413
"New Haven County","09009","2011-2015","Two or More Races","Number","Margins of Error",1576
"New Haven County","09009","2011-2015","White Alone","Number","Per Capita Income",36581
"New Haven County","09009","2011-2015","White Alone","Number","Margins of Error",388
"New Haven County","09009","2011-2015","White Alone Not Hispanic or Latino","Number","Per Capita Income",39277
"New Haven County","09009","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",433
"New Haven County","09009","2012-2016","All","Number","Per Capita Income",33706
"New Haven County","09009","2012-2016","All","Number","Margins of Error",360
"New Haven County","09009","2012-2016","American Indian and Alaska Native Alone","Number","Per Capita Income",23170
"New Haven County","09009","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",6772
"New Haven County","09009","2012-2016","Asian Alone","Number","Per Capita Income",35794
"New Haven County","09009","2012-2016","Asian Alone","Number","Margins of Error",2332
"New Haven County","09009","2012-2016","Black or African American Alone","Number","Per Capita Income",22130
"New Haven County","09009","2012-2016","Black or African American Alone","Number","Margins of Error",709
"New Haven County","09009","2012-2016","Hispanic or Latino","Number","Per Capita Income",17307
"New Haven County","09009","2012-2016","Hispanic or Latino","Number","Margins of Error",561
"New Haven County","09009","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",30688
"New Haven County","09009","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",19149
"New Haven County","09009","2012-2016","Some Other Race Alone","Number","Per Capita Income",15933
"New Haven County","09009","2012-2016","Some Other Race Alone","Number","Margins of Error",953
"New Haven County","09009","2012-2016","Two or More Races","Number","Per Capita Income",15768
"New Haven County","09009","2012-2016","Two or More Races","Number","Margins of Error",1664
"New Haven County","09009","2012-2016","White Alone","Number","Per Capita Income",37555
"New Haven County","09009","2012-2016","White Alone","Number","Margins of Error",464
"New Haven County","09009","2012-2016","White Alone Not Hispanic or Latino","Number","Per Capita Income",40469
"New Haven County","09009","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",498
"New Haven County","09009","2013-2017","All","Number","Per Capita Income",35085
"New Haven County","09009","2013-2017","All","Number","Margins of Error",375
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Number","Per Capita Income",22973
"New Haven County","09009","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",6482
"New Haven County","09009","2013-2017","Asian Alone","Number","Per Capita Income",38963
"New Haven County","09009","2013-2017","Asian Alone","Number","Margins of Error",2335
"New Haven County","09009","2013-2017","Black or African American Alone","Number","Per Capita Income",23865
"New Haven County","09009","2013-2017","Black or African American Alone","Number","Margins of Error",1039
"New Haven County","09009","2013-2017","Hispanic or Latino","Number","Per Capita Income",18557
"New Haven County","09009","2013-2017","Hispanic or Latino","Number","Margins of Error",649
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",32158
"New Haven County","09009","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",22305
"New Haven County","09009","2013-2017","Some Other Race Alone","Number","Per Capita Income",17346
"New Haven County","09009","2013-2017","Some Other Race Alone","Number","Margins of Error",1095
"New Haven County","09009","2013-2017","Two or More Races","Number","Per Capita Income",15259
"New Haven County","09009","2013-2017","Two or More Races","Number","Margins of Error",1617
"New Haven County","09009","2013-2017","White Alone","Number","Per Capita Income",38978
"New Haven County","09009","2013-2017","White Alone","Number","Margins of Error",409
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Number","Per Capita Income",42003
"New Haven County","09009","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",483
"New Haven County","09009","2014-2018","All","Number","Per Capita Income",36678
"New Haven County","09009","2014-2018","All","Number","Margins of Error",426
"New Haven County","09009","2014-2018","American Indian and Alaska Native Alone","Number","Per Capita Income",27877
"New Haven County","09009","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",9701
"New Haven County","09009","2014-2018","Asian Alone","Number","Per Capita Income",41291
"New Haven County","09009","2014-2018","Asian Alone","Number","Margins of Error",2270
"New Haven County","09009","2014-2018","Black or African American Alone","Number","Per Capita Income",23921
"New Haven County","09009","2014-2018","Black or African American Alone","Number","Margins of Error",862
"New Haven County","09009","2014-2018","Hispanic or Latino","Number","Per Capita Income",19758
"New Haven County","09009","2014-2018","Hispanic or Latino","Number","Margins of Error",609
"New Haven County","09009","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",47892
"New Haven County","09009","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",30554
"New Haven County","09009","2014-2018","Some Other Race Alone","Number","Per Capita Income",18412
"New Haven County","09009","2014-2018","Some Other Race Alone","Number","Margins of Error",1233
"New Haven County","09009","2014-2018","Two or More Races","Number","Per Capita Income",15807
"New Haven County","09009","2014-2018","Two or More Races","Number","Margins of Error",1317
"New Haven County","09009","2014-2018","White Alone","Number","Per Capita Income",41007
"New Haven County","09009","2014-2018","White Alone","Number","Margins of Error",537
"New Haven County","09009","2014-2018","White Alone Not Hispanic or Latino","Number","Per Capita Income",44144
"New Haven County","09009","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",574
"New London County","09011","2005-2009","All","Number","Per Capita Income",32382
"New London County","09011","2005-2009","All","Number","Margins of Error",491
"New London County","09011","2005-2009","American Indian and Alaska Native Alone","Number","Per Capita Income",26800
"New London County","09011","2005-2009","American Indian and Alaska Native Alone","Number","Margins of Error",6656
"New London County","09011","2005-2009","Asian Alone","Number","Per Capita Income",30179
"New London County","09011","2005-2009","Asian Alone","Number","Margins of Error",1732
"New London County","09011","2005-2009","Black or African American Alone","Number","Per Capita Income",20611
"New London County","09011","2005-2009","Black or African American Alone","Number","Margins of Error",2383
"New London County","09011","2005-2009","Hispanic or Latino","Number","Per Capita Income",17059
"New London County","09011","2005-2009","Hispanic or Latino","Number","Margins of Error",1268
"New London County","09011","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",35750
"New London County","09011","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",25900
"New London County","09011","2005-2009","Some Other Race Alone","Number","Per Capita Income",15333
"New London County","09011","2005-2009","Some Other Race Alone","Number","Margins of Error",1441
"New London County","09011","2005-2009","Two or More Races","Number","Per Capita Income",14768
"New London County","09011","2005-2009","Two or More Races","Number","Margins of Error",1776
"New London County","09011","2005-2009","White Alone","Number","Per Capita Income",34618
"New London County","09011","2005-2009","White Alone","Number","Margins of Error",561
"New London County","09011","2005-2009","White Alone Not Hispanic or Latino","Number","Per Capita Income",35047
"New London County","09011","2005-2009","White Alone Not Hispanic or Latino","Number","Margins of Error",593
"New London County","09011","2006-2010","All","Number","Per Capita Income",32888
"New London County","09011","2006-2010","All","Number","Margins of Error",460
"New London County","09011","2006-2010","American Indian and Alaska Native Alone","Number","Per Capita Income",26836
"New London County","09011","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",6093
"New London County","09011","2006-2010","Asian Alone","Number","Per Capita Income",30046
"New London County","09011","2006-2010","Asian Alone","Number","Margins of Error",2684
"New London County","09011","2006-2010","Black or African American Alone","Number","Per Capita Income",20102
"New London County","09011","2006-2010","Black or African American Alone","Number","Margins of Error",1815
"New London County","09011","2006-2010","Hispanic or Latino","Number","Per Capita Income",16522
"New London County","09011","2006-2010","Hispanic or Latino","Number","Margins of Error",950
"New London County","09011","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",31512
"New London County","09011","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",18898
"New London County","09011","2006-2010","Some Other Race Alone","Number","Per Capita Income",15306
"New London County","09011","2006-2010","Some Other Race Alone","Number","Margins of Error",1645
"New London County","09011","2006-2010","Two or More Races","Number","Per Capita Income",14279
"New London County","09011","2006-2010","Two or More Races","Number","Margins of Error",1520
"New London County","09011","2006-2010","White Alone","Number","Per Capita Income",35444
"New London County","09011","2006-2010","White Alone","Number","Margins of Error",555
"New London County","09011","2006-2010","White Alone Not Hispanic or Latino","Number","Per Capita Income",36101
"New London County","09011","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",564
"New London County","09011","2007-2011","All","Number","Per Capita Income",33478
"New London County","09011","2007-2011","All","Number","Margins of Error",528
"New London County","09011","2007-2011","American Indian and Alaska Native Alone","Number","Per Capita Income",26465
"New London County","09011","2007-2011","American Indian and Alaska Native Alone","Number","Margins of Error",5448
"New London County","09011","2007-2011","Asian Alone","Number","Per Capita Income",28413
"New London County","09011","2007-2011","Asian Alone","Number","Margins of Error",2063
"New London County","09011","2007-2011","Black or African American Alone","Number","Per Capita Income",20911
"New London County","09011","2007-2011","Black or African American Alone","Number","Margins of Error",2054
"New London County","09011","2007-2011","Hispanic or Latino","Number","Per Capita Income",17647
"New London County","09011","2007-2011","Hispanic or Latino","Number","Margins of Error",1204
"New London County","09011","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",44942
"New London County","09011","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",35782
"New London County","09011","2007-2011","Some Other Race Alone","Number","Per Capita Income",16954
"New London County","09011","2007-2011","Some Other Race Alone","Number","Margins of Error",2164
"New London County","09011","2007-2011","Two or More Races","Number","Per Capita Income",15895
"New London County","09011","2007-2011","Two or More Races","Number","Margins of Error",1919
"New London County","09011","2007-2011","White Alone","Number","Per Capita Income",36055
"New London County","09011","2007-2011","White Alone","Number","Margins of Error",623
"New London County","09011","2007-2011","White Alone Not Hispanic or Latino","Number","Per Capita Income",36848
"New London County","09011","2007-2011","White Alone Not Hispanic or Latino","Number","Margins of Error",637
"New London County","09011","2008-2012","All","Number","Per Capita Income",33968
"New London County","09011","2008-2012","All","Number","Margins of Error",500
"New London County","09011","2008-2012","American Indian and Alaska Native Alone","Number","Per Capita Income",26254
"New London County","09011","2008-2012","American Indian and Alaska Native Alone","Number","Margins of Error",5450
"New London County","09011","2008-2012","Asian Alone","Number","Per Capita Income",30341
"New London County","09011","2008-2012","Asian Alone","Number","Margins of Error",2235
"New London County","09011","2008-2012","Black or African American Alone","Number","Per Capita Income",21370
"New London County","09011","2008-2012","Black or African American Alone","Number","Margins of Error",1935
"New London County","09011","2008-2012","Hispanic or Latino","Number","Per Capita Income",18592
"New London County","09011","2008-2012","Hispanic or Latino","Number","Margins of Error",1320
"New London County","09011","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",35626
"New London County","09011","2008-2012","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",19953
"New London County","09011","2008-2012","Some Other Race Alone","Number","Per Capita Income",16459
"New London County","09011","2008-2012","Some Other Race Alone","Number","Margins of Error",2856
"New London County","09011","2008-2012","Two or More Races","Number","Per Capita Income",17294
"New London County","09011","2008-2012","Two or More Races","Number","Margins of Error",2218
"New London County","09011","2008-2012","White Alone","Number","Per Capita Income",36455
"New London County","09011","2008-2012","White Alone","Number","Margins of Error",586
"New London County","09011","2008-2012","White Alone Not Hispanic or Latino","Number","Per Capita Income",37300
"New London County","09011","2008-2012","White Alone Not Hispanic or Latino","Number","Margins of Error",588
"New London County","09011","2009-2013","All","Number","Per Capita Income",33782
"New London County","09011","2009-2013","All","Number","Margins of Error",509
"New London County","09011","2009-2013","American Indian and Alaska Native Alone","Number","Per Capita Income",25069
"New London County","09011","2009-2013","American Indian and Alaska Native Alone","Number","Margins of Error",5613
"New London County","09011","2009-2013","Asian Alone","Number","Per Capita Income",29142
"New London County","09011","2009-2013","Asian Alone","Number","Margins of Error",1968
"New London County","09011","2009-2013","Black or African American Alone","Number","Per Capita Income",21106
"New London County","09011","2009-2013","Black or African American Alone","Number","Margins of Error",2129
"New London County","09011","2009-2013","Hispanic or Latino","Number","Per Capita Income",17639
"New London County","09011","2009-2013","Hispanic or Latino","Number","Margins of Error",1303
"New London County","09011","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",20534
"New London County","09011","2009-2013","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",12014
"New London County","09011","2009-2013","Some Other Race Alone","Number","Per Capita Income",15861
"New London County","09011","2009-2013","Some Other Race Alone","Number","Margins of Error",2280
"New London County","09011","2009-2013","Two or More Races","Number","Per Capita Income",15876
"New London County","09011","2009-2013","Two or More Races","Number","Margins of Error",1958
"New London County","09011","2009-2013","White Alone","Number","Per Capita Income",36481
"New London County","09011","2009-2013","White Alone","Number","Margins of Error",594
"New London County","09011","2009-2013","White Alone Not Hispanic or Latino","Number","Per Capita Income",37452
"New London County","09011","2009-2013","White Alone Not Hispanic or Latino","Number","Margins of Error",613
"New London County","09011","2010-2014","All","Number","Per Capita Income",34241
"New London County","09011","2010-2014","All","Number","Margins of Error",511
"New London County","09011","2010-2014","American Indian and Alaska Native Alone","Number","Per Capita Income",23958
"New London County","09011","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",4485
"New London County","09011","2010-2014","Asian Alone","Number","Per Capita Income",29920
"New London County","09011","2010-2014","Asian Alone","Number","Margins of Error",2069
"New London County","09011","2010-2014","Black or African American Alone","Number","Per Capita Income",22158
"New London County","09011","2010-2014","Black or African American Alone","Number","Margins of Error",2152
"New London County","09011","2010-2014","Hispanic or Latino","Number","Per Capita Income",18135
"New London County","09011","2010-2014","Hispanic or Latino","Number","Margins of Error",1457
"New London County","09011","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",13657
"New London County","09011","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",12052
"New London County","09011","2010-2014","Some Other Race Alone","Number","Per Capita Income",17420
"New London County","09011","2010-2014","Some Other Race Alone","Number","Margins of Error",3028
"New London County","09011","2010-2014","Two or More Races","Number","Per Capita Income",16824
"New London County","09011","2010-2014","Two or More Races","Number","Margins of Error",2258
"New London County","09011","2010-2014","White Alone","Number","Per Capita Income",36928
"New London County","09011","2010-2014","White Alone","Number","Margins of Error",589
"New London County","09011","2010-2014","White Alone Not Hispanic or Latino","Number","Per Capita Income",37971
"New London County","09011","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",625
"New London County","09011","2011-2015","All","Number","Per Capita Income",34208
"New London County","09011","2011-2015","All","Number","Margins of Error",604
"New London County","09011","2011-2015","American Indian and Alaska Native Alone","Number","Per Capita Income",24783
"New London County","09011","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",3972
"New London County","09011","2011-2015","Asian Alone","Number","Per Capita Income",31304
"New London County","09011","2011-2015","Asian Alone","Number","Margins of Error",2864
"New London County","09011","2011-2015","Black or African American Alone","Number","Per Capita Income",22682
"New London County","09011","2011-2015","Black or African American Alone","Number","Margins of Error",2533
"New London County","09011","2011-2015","Hispanic or Latino","Number","Per Capita Income",18185
"New London County","09011","2011-2015","Hispanic or Latino","Number","Margins of Error",1620
"New London County","09011","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"New London County","09011","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"New London County","09011","2011-2015","Some Other Race Alone","Number","Per Capita Income",18044
"New London County","09011","2011-2015","Some Other Race Alone","Number","Margins of Error",3038
"New London County","09011","2011-2015","Two or More Races","Number","Per Capita Income",16431
"New London County","09011","2011-2015","Two or More Races","Number","Margins of Error",1994
"New London County","09011","2011-2015","White Alone","Number","Per Capita Income",36936
"New London County","09011","2011-2015","White Alone","Number","Margins of Error",657
"New London County","09011","2011-2015","White Alone Not Hispanic or Latino","Number","Per Capita Income",37905
"New London County","09011","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",629
"New London County","09011","2012-2016","All","Number","Per Capita Income",35531
"New London County","09011","2012-2016","All","Number","Margins of Error",556
"New London County","09011","2012-2016","American Indian and Alaska Native Alone","Number","Per Capita Income",25233
"New London County","09011","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",4634
"New London County","09011","2012-2016","Asian Alone","Number","Per Capita Income",36075
"New London County","09011","2012-2016","Asian Alone","Number","Margins of Error",3513
"New London County","09011","2012-2016","Black or African American Alone","Number","Per Capita Income",22305
"New London County","09011","2012-2016","Black or African American Alone","Number","Margins of Error",2628
"New London County","09011","2012-2016","Hispanic or Latino","Number","Per Capita Income",18992
"New London County","09011","2012-2016","Hispanic or Latino","Number","Margins of Error",1323
"New London County","09011","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",20189
"New London County","09011","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",20273
"New London County","09011","2012-2016","Some Other Race Alone","Number","Per Capita Income",17893
"New London County","09011","2012-2016","Some Other Race Alone","Number","Margins of Error",2577
"New London County","09011","2012-2016","Two or More Races","Number","Per Capita Income",15127
"New London County","09011","2012-2016","Two or More Races","Number","Margins of Error",1472
"New London County","09011","2012-2016","White Alone","Number","Per Capita Income",38442
"New London County","09011","2012-2016","White Alone","Number","Margins of Error",662
"New London County","09011","2012-2016","White Alone Not Hispanic or Latino","Number","Per Capita Income",39458
"New London County","09011","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",663
"New London County","09011","2013-2017","All","Number","Per Capita Income",36881
"New London County","09011","2013-2017","All","Number","Margins of Error",727
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Number","Per Capita Income",24571
"New London County","09011","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",4120
"New London County","09011","2013-2017","Asian Alone","Number","Per Capita Income",36654
"New London County","09011","2013-2017","Asian Alone","Number","Margins of Error",4175
"New London County","09011","2013-2017","Black or African American Alone","Number","Per Capita Income",24580
"New London County","09011","2013-2017","Black or African American Alone","Number","Margins of Error",3363
"New London County","09011","2013-2017","Hispanic or Latino","Number","Per Capita Income",19521
"New London County","09011","2013-2017","Hispanic or Latino","Number","Margins of Error",1030
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",18780
"New London County","09011","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",18585
"New London County","09011","2013-2017","Some Other Race Alone","Number","Per Capita Income",18737
"New London County","09011","2013-2017","Some Other Race Alone","Number","Margins of Error",2204
"New London County","09011","2013-2017","Two or More Races","Number","Per Capita Income",14673
"New London County","09011","2013-2017","Two or More Races","Number","Margins of Error",1514
"New London County","09011","2013-2017","White Alone","Number","Per Capita Income",39982
"New London County","09011","2013-2017","White Alone","Number","Margins of Error",820
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Number","Per Capita Income",41066
"New London County","09011","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",816
"New London County","09011","2014-2018","All","Number","Per Capita Income",38109
"New London County","09011","2014-2018","All","Number","Margins of Error",661
"New London County","09011","2014-2018","American Indian and Alaska Native Alone","Number","Per Capita Income",28730
"New London County","09011","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",4855
"New London County","09011","2014-2018","Asian Alone","Number","Per Capita Income",37480
"New London County","09011","2014-2018","Asian Alone","Number","Margins of Error",4128
"New London County","09011","2014-2018","Black or African American Alone","Number","Per Capita Income",24651
"New London County","09011","2014-2018","Black or African American Alone","Number","Margins of Error",2948
"New London County","09011","2014-2018","Hispanic or Latino","Number","Per Capita Income",20050
"New London County","09011","2014-2018","Hispanic or Latino","Number","Margins of Error",1049
"New London County","09011","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",34089
"New London County","09011","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",17251
"New London County","09011","2014-2018","Some Other Race Alone","Number","Per Capita Income",18474
"New London County","09011","2014-2018","Some Other Race Alone","Number","Margins of Error",2252
"New London County","09011","2014-2018","Two or More Races","Number","Per Capita Income",14616
"New London County","09011","2014-2018","Two or More Races","Number","Margins of Error",1478
"New London County","09011","2014-2018","White Alone","Number","Per Capita Income",41567
"New London County","09011","2014-2018","White Alone","Number","Margins of Error",713
"New London County","09011","2014-2018","White Alone Not Hispanic or Latino","Number","Per Capita Income",42622
"New London County","09011","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",762
"Tolland County","09013","2005-2009","All","Number","Per Capita Income",32092
"Tolland County","09013","2005-2009","All","Number","Margins of Error",603
"Tolland County","09013","2005-2009","American Indian and Alaska Native Alone","Number","Per Capita Income",21963
"Tolland County","09013","2005-2009","American Indian and Alaska Native Alone","Number","Margins of Error",8880
"Tolland County","09013","2005-2009","Asian Alone","Number","Per Capita Income",22864
"Tolland County","09013","2005-2009","Asian Alone","Number","Margins of Error",3824
"Tolland County","09013","2005-2009","Black or African American Alone","Number","Per Capita Income",19561
"Tolland County","09013","2005-2009","Black or African American Alone","Number","Margins of Error",3257
"Tolland County","09013","2005-2009","Hispanic or Latino","Number","Per Capita Income",16042
"Tolland County","09013","2005-2009","Hispanic or Latino","Number","Margins of Error",2143
"Tolland County","09013","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Tolland County","09013","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Tolland County","09013","2005-2009","Some Other Race Alone","Number","Per Capita Income",12979
"Tolland County","09013","2005-2009","Some Other Race Alone","Number","Margins of Error",2959
"Tolland County","09013","2005-2009","Two or More Races","Number","Per Capita Income",17141
"Tolland County","09013","2005-2009","Two or More Races","Number","Margins of Error",4025
"Tolland County","09013","2005-2009","White Alone","Number","Per Capita Income",33496
"Tolland County","09013","2005-2009","White Alone","Number","Margins of Error",638
