"County","FIPS","Year","Race/Ethnicity","Age","Poverty Status","Measure Type","Variable","Value"
"Tolland County","09013","2011-2015","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2011-2015","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Tolland County","09013","2011-2015","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Poverty Status",-9999
"Tolland County","09013","2011-2015","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Margins of Error",-9999
"Tolland County","09013","2011-2015","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Poverty Status",0
"Tolland County","09013","2011-2015","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Margins of Error",137.17
"Tolland County","09013","2011-2015","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Poverty Status",0
"Tolland County","09013","2011-2015","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Margins of Error",2286.19
"Tolland County","09013","2011-2015","Some Other Race Alone","Total","Below Poverty Level","Number","Poverty Status",313
"Tolland County","09013","2011-2015","Some Other Race Alone","Total","Below Poverty Level","Number","Margins of Error",243
"Tolland County","09013","2011-2015","Some Other Race Alone","Total","Below Poverty Level","Percent","Poverty Status",20.32
"Tolland County","09013","2011-2015","Some Other Race Alone","Total","Below Poverty Level","Percent","Margins of Error",14.71
"Tolland County","09013","2011-2015","Some Other Race Alone","Total","Poverty Status Determined","Number","Poverty Status",1540
"Tolland County","09013","2011-2015","Some Other Race Alone","Total","Poverty Status Determined","Number","Margins of Error",433
"Tolland County","09013","2011-2015","Some Other Race Alone","Under 18","Below Poverty Level","Number","Poverty Status",106
"Tolland County","09013","2011-2015","Some Other Race Alone","Under 18","Below Poverty Level","Number","Margins of Error",131.71
"Tolland County","09013","2011-2015","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Poverty Status",23.35
"Tolland County","09013","2011-2015","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Margins of Error",27.26
"Tolland County","09013","2011-2015","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Poverty Status",454
"Tolland County","09013","2011-2015","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Margins of Error",193
"Tolland County","09013","2011-2015","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",29.48
"Tolland County","09013","2011-2015","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",9.4
"Tolland County","09013","2011-2015","Two or More Races","Total","Below Poverty Level","Number","Poverty Status",311
"Tolland County","09013","2011-2015","Two or More Races","Total","Below Poverty Level","Number","Margins of Error",184
"Tolland County","09013","2011-2015","Two or More Races","Total","Below Poverty Level","Percent","Poverty Status",10.9
"Tolland County","09013","2011-2015","Two or More Races","Total","Below Poverty Level","Percent","Margins of Error",6.23
"Tolland County","09013","2011-2015","Two or More Races","Total","Poverty Status Determined","Number","Poverty Status",2854
"Tolland County","09013","2011-2015","Two or More Races","Total","Poverty Status Determined","Number","Margins of Error",438
"Tolland County","09013","2011-2015","Two or More Races","Under 18","Below Poverty Level","Number","Poverty Status",176
"Tolland County","09013","2011-2015","Two or More Races","Under 18","Below Poverty Level","Number","Margins of Error",124.46
"Tolland County","09013","2011-2015","Two or More Races","Under 18","Below Poverty Level","Percent","Poverty Status",11.12
"Tolland County","09013","2011-2015","Two or More Races","Under 18","Below Poverty Level","Percent","Margins of Error",7.59
"Tolland County","09013","2011-2015","Two or More Races","Under 18","Poverty Status Determined","Number","Poverty Status",1583
"Tolland County","09013","2011-2015","Two or More Races","Under 18","Poverty Status Determined","Number","Margins of Error",291.39
"Tolland County","09013","2011-2015","Two or More Races","Under 18","Poverty Status Determined","Percent","Poverty Status",55.47
"Tolland County","09013","2011-2015","Two or More Races","Under 18","Poverty Status Determined","Percent","Margins of Error",5.64
"Tolland County","09013","2011-2015","White Alone","Total","Below Poverty Level","Number","Poverty Status",7852
"Tolland County","09013","2011-2015","White Alone","Total","Below Poverty Level","Number","Margins of Error",928
"Tolland County","09013","2011-2015","White Alone","Total","Below Poverty Level","Percent","Poverty Status",6.32
"Tolland County","09013","2011-2015","White Alone","Total","Below Poverty Level","Percent","Margins of Error",0.74
"Tolland County","09013","2011-2015","White Alone","Total","Poverty Status Determined","Number","Poverty Status",124332
"Tolland County","09013","2011-2015","White Alone","Total","Poverty Status Determined","Number","Margins of Error",1061
"Tolland County","09013","2011-2015","White Alone","Under 18","Below Poverty Level","Number","Poverty Status",1264
"Tolland County","09013","2011-2015","White Alone","Under 18","Below Poverty Level","Number","Margins of Error",284.58
"Tolland County","09013","2011-2015","White Alone","Under 18","Below Poverty Level","Percent","Poverty Status",5.18
"Tolland County","09013","2011-2015","White Alone","Under 18","Below Poverty Level","Percent","Margins of Error",1.16
"Tolland County","09013","2011-2015","White Alone","Under 18","Poverty Status Determined","Number","Poverty Status",24385
"Tolland County","09013","2011-2015","White Alone","Under 18","Poverty Status Determined","Number","Margins of Error",764.63
"Tolland County","09013","2011-2015","White Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",19.61
"Tolland County","09013","2011-2015","White Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.59
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",7441
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",871
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",6.16
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.72
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",120849
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",842
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",1199
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",276.37
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",5.12
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",1.17
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",23419
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",737.49
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",19.38
"Tolland County","09013","2011-2015","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.6
"Tolland County","09013","2012-2016","All","Total","Below Poverty Level","Number","Poverty Status",9223
"Tolland County","09013","2012-2016","All","Total","Below Poverty Level","Number","Margins of Error",838
"Tolland County","09013","2012-2016","All","Total","Below Poverty Level","Percent","Poverty Status",6.8
"Tolland County","09013","2012-2016","All","Total","Below Poverty Level","Percent","Margins of Error",0.62
"Tolland County","09013","2012-2016","All","Total","Poverty Status Determined","Number","Poverty Status",135726
"Tolland County","09013","2012-2016","All","Total","Poverty Status Determined","Number","Margins of Error",977
"Tolland County","09013","2012-2016","All","Under 18","Below Poverty Level","Number","Poverty Status",1796
"Tolland County","09013","2012-2016","All","Under 18","Below Poverty Level","Number","Margins of Error",340.06
"Tolland County","09013","2012-2016","All","Under 18","Below Poverty Level","Percent","Poverty Status",6.48
"Tolland County","09013","2012-2016","All","Under 18","Below Poverty Level","Percent","Margins of Error",1.21
"Tolland County","09013","2012-2016","All","Under 18","Poverty Status Determined","Number","Poverty Status",27712
"Tolland County","09013","2012-2016","All","Under 18","Poverty Status Determined","Number","Margins of Error",865.1
"Tolland County","09013","2012-2016","All","Under 18","Poverty Status Determined","Percent","Poverty Status",20.42
"Tolland County","09013","2012-2016","All","Under 18","Poverty Status Determined","Percent","Margins of Error",0.62
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Margins of Error",28
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Poverty Status",0
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Margins of Error",50.91
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Poverty Status",55
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Margins of Error",35
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Poverty Status",-9999
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Margins of Error",-9999
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Poverty Status",0
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Margins of Error",137.17
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",0
"Tolland County","09013","2012-2016","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",249.4
"Tolland County","09013","2012-2016","Asian Alone","Total","Below Poverty Level","Number","Poverty Status",475
"Tolland County","09013","2012-2016","Asian Alone","Total","Below Poverty Level","Number","Margins of Error",174
"Tolland County","09013","2012-2016","Asian Alone","Total","Below Poverty Level","Percent","Poverty Status",10.75
"Tolland County","09013","2012-2016","Asian Alone","Total","Below Poverty Level","Percent","Margins of Error",3.83
"Tolland County","09013","2012-2016","Asian Alone","Total","Poverty Status Determined","Number","Poverty Status",4418
"Tolland County","09013","2012-2016","Asian Alone","Total","Poverty Status Determined","Number","Margins of Error",374
"Tolland County","09013","2012-2016","Asian Alone","Under 18","Below Poverty Level","Number","Poverty Status",56
"Tolland County","09013","2012-2016","Asian Alone","Under 18","Below Poverty Level","Number","Margins of Error",99.51
"Tolland County","09013","2012-2016","Asian Alone","Under 18","Below Poverty Level","Percent","Poverty Status",4.45
"Tolland County","09013","2012-2016","Asian Alone","Under 18","Below Poverty Level","Percent","Margins of Error",7.87
"Tolland County","09013","2012-2016","Asian Alone","Under 18","Poverty Status Determined","Number","Poverty Status",1258
"Tolland County","09013","2012-2016","Asian Alone","Under 18","Poverty Status Determined","Number","Margins of Error",221.59
"Tolland County","09013","2012-2016","Asian Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",28.47
"Tolland County","09013","2012-2016","Asian Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",4.4
"Tolland County","09013","2012-2016","Black or African American Alone","Total","Below Poverty Level","Number","Poverty Status",610
"Tolland County","09013","2012-2016","Black or African American Alone","Total","Below Poverty Level","Number","Margins of Error",261
"Tolland County","09013","2012-2016","Black or African American Alone","Total","Below Poverty Level","Percent","Poverty Status",20.3
"Tolland County","09013","2012-2016","Black or African American Alone","Total","Below Poverty Level","Percent","Margins of Error",8.38
"Tolland County","09013","2012-2016","Black or African American Alone","Total","Poverty Status Determined","Number","Poverty Status",3005
"Tolland County","09013","2012-2016","Black or African American Alone","Total","Poverty Status Determined","Number","Margins of Error",340
"Tolland County","09013","2012-2016","Black or African American Alone","Under 18","Below Poverty Level","Number","Poverty Status",252
"Tolland County","09013","2012-2016","Black or African American Alone","Under 18","Below Poverty Level","Number","Margins of Error",157.85
"Tolland County","09013","2012-2016","Black or African American Alone","Under 18","Below Poverty Level","Percent","Poverty Status",36.15
"Tolland County","09013","2012-2016","Black or African American Alone","Under 18","Below Poverty Level","Percent","Margins of Error",19.33
"Tolland County","09013","2012-2016","Black or African American Alone","Under 18","Poverty Status Determined","Number","Poverty Status",697
"Tolland County","09013","2012-2016","Black or African American Alone","Under 18","Poverty Status Determined","Number","Margins of Error",227.52
"Tolland County","09013","2012-2016","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",23.19
"Tolland County","09013","2012-2016","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",7.1
"Tolland County","09013","2012-2016","Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",1358
"Tolland County","09013","2012-2016","Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",376
"Tolland County","09013","2012-2016","Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",22.3
"Tolland County","09013","2012-2016","Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",6.11
"Tolland County","09013","2012-2016","Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",6089
"Tolland County","09013","2012-2016","Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",240
"Tolland County","09013","2012-2016","Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",501
"Tolland County","09013","2012-2016","Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",217.11
"Tolland County","09013","2012-2016","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",25.08
"Tolland County","09013","2012-2016","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",10.01
"Tolland County","09013","2012-2016","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",1998
"Tolland County","09013","2012-2016","Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",336.46
"Tolland County","09013","2012-2016","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",32.81
"Tolland County","09013","2012-2016","Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",5.37
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Number","Margins of Error",28
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Poverty Status",0
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Total","Below Poverty Level","Percent","Margins of Error",466.67
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Poverty Status",6
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Total","Poverty Status Determined","Number","Margins of Error",13
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Poverty Status",-9999
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Below Poverty Level","Percent","Margins of Error",-9999
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Poverty Status",0
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Number","Margins of Error",137.17
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Poverty Status",0
"Tolland County","09013","2012-2016","Native Hawaiian and Other Pacific Islander","Under 18","Poverty Status Determined","Percent","Margins of Error",2286.19
"Tolland County","09013","2012-2016","Some Other Race Alone","Total","Below Poverty Level","Number","Poverty Status",405
"Tolland County","09013","2012-2016","Some Other Race Alone","Total","Below Poverty Level","Number","Margins of Error",219
"Tolland County","09013","2012-2016","Some Other Race Alone","Total","Below Poverty Level","Percent","Poverty Status",28.3
"Tolland County","09013","2012-2016","Some Other Race Alone","Total","Below Poverty Level","Percent","Margins of Error",13.3
"Tolland County","09013","2012-2016","Some Other Race Alone","Total","Poverty Status Determined","Number","Poverty Status",1431
"Tolland County","09013","2012-2016","Some Other Race Alone","Total","Poverty Status Determined","Number","Margins of Error",383
"Tolland County","09013","2012-2016","Some Other Race Alone","Under 18","Below Poverty Level","Number","Poverty Status",120
"Tolland County","09013","2012-2016","Some Other Race Alone","Under 18","Below Poverty Level","Number","Margins of Error",142.11
"Tolland County","09013","2012-2016","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Poverty Status",32.09
"Tolland County","09013","2012-2016","Some Other Race Alone","Under 18","Below Poverty Level","Percent","Margins of Error",33.41
"Tolland County","09013","2012-2016","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Poverty Status",374
"Tolland County","09013","2012-2016","Some Other Race Alone","Under 18","Poverty Status Determined","Number","Margins of Error",211.06
"Tolland County","09013","2012-2016","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",26.14
"Tolland County","09013","2012-2016","Some Other Race Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",12.98
"Tolland County","09013","2012-2016","Two or More Races","Total","Below Poverty Level","Number","Poverty Status",366
"Tolland County","09013","2012-2016","Two or More Races","Total","Below Poverty Level","Number","Margins of Error",169
"Tolland County","09013","2012-2016","Two or More Races","Total","Below Poverty Level","Percent","Poverty Status",12.55
"Tolland County","09013","2012-2016","Two or More Races","Total","Below Poverty Level","Percent","Margins of Error",5.48
"Tolland County","09013","2012-2016","Two or More Races","Total","Poverty Status Determined","Number","Poverty Status",2917
"Tolland County","09013","2012-2016","Two or More Races","Total","Poverty Status Determined","Number","Margins of Error",439
"Tolland County","09013","2012-2016","Two or More Races","Under 18","Below Poverty Level","Number","Poverty Status",251
"Tolland County","09013","2012-2016","Two or More Races","Under 18","Below Poverty Level","Number","Margins of Error",160.81
"Tolland County","09013","2012-2016","Two or More Races","Under 18","Below Poverty Level","Percent","Poverty Status",16.27
"Tolland County","09013","2012-2016","Two or More Races","Under 18","Below Poverty Level","Percent","Margins of Error",9.93
"Tolland County","09013","2012-2016","Two or More Races","Under 18","Poverty Status Determined","Number","Poverty Status",1543
"Tolland County","09013","2012-2016","Two or More Races","Under 18","Poverty Status Determined","Number","Margins of Error",299.32
"Tolland County","09013","2012-2016","Two or More Races","Under 18","Poverty Status Determined","Percent","Poverty Status",52.9
"Tolland County","09013","2012-2016","Two or More Races","Under 18","Poverty Status Determined","Percent","Margins of Error",6.47
"Tolland County","09013","2012-2016","White Alone","Total","Below Poverty Level","Number","Poverty Status",7367
"Tolland County","09013","2012-2016","White Alone","Total","Below Poverty Level","Number","Margins of Error",814
"Tolland County","09013","2012-2016","White Alone","Total","Below Poverty Level","Percent","Poverty Status",5.95
"Tolland County","09013","2012-2016","White Alone","Total","Below Poverty Level","Percent","Margins of Error",0.66
"Tolland County","09013","2012-2016","White Alone","Total","Poverty Status Determined","Number","Poverty Status",123894
"Tolland County","09013","2012-2016","White Alone","Total","Poverty Status Determined","Number","Margins of Error",923
"Tolland County","09013","2012-2016","White Alone","Under 18","Below Poverty Level","Number","Poverty Status",1117
"Tolland County","09013","2012-2016","White Alone","Under 18","Below Poverty Level","Number","Margins of Error",255.02
"Tolland County","09013","2012-2016","White Alone","Under 18","Below Poverty Level","Percent","Poverty Status",4.69
"Tolland County","09013","2012-2016","White Alone","Under 18","Below Poverty Level","Percent","Margins of Error",1.06
"Tolland County","09013","2012-2016","White Alone","Under 18","Poverty Status Determined","Number","Poverty Status",23840
"Tolland County","09013","2012-2016","White Alone","Under 18","Poverty Status Determined","Number","Margins of Error",779.75
"Tolland County","09013","2012-2016","White Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",19.24
"Tolland County","09013","2012-2016","White Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.61
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",6780
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",774
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",5.66
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.64
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",119827
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",808
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",1045
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",238.34
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",4.61
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",1.04
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",22655
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",743.39
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",18.91
"Tolland County","09013","2012-2016","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.61
"Tolland County","09013","2013-2017","All","Total","Below Poverty Level","Number","Poverty Status",8798
"Tolland County","09013","2013-2017","All","Total","Below Poverty Level","Number","Margins of Error",908
"Tolland County","09013","2013-2017","All","Total","Below Poverty Level","Percent","Poverty Status",6.48
"Tolland County","09013","2013-2017","All","Total","Below Poverty Level","Percent","Margins of Error",0.67
"Tolland County","09013","2013-2017","All","Total","Poverty Status Determined","Number","Poverty Status",135845
"Tolland County","09013","2013-2017","All","Total","Poverty Status Determined","Number","Margins of Error",888
"Tolland County","09013","2013-2017","All","Under 18","Below Poverty Level","Number","Poverty Status",1417
"Tolland County","09013","2013-2017","All","Under 18","Below Poverty Level","Number","Margins of Error",280.89
"Tolland County","09013","2013-2017","All","Under 18","Below Poverty Level","Percent","Poverty Status",5.22
"Tolland County","09013","2013-2017","All","Under 18","Below Poverty Level","Percent","Margins of Error",1.02
"Tolland County","09013","2013-2017","All","Under 18","Poverty Status Determined","Number","Poverty Status",27131
"Tolland County","09013","2013-2017","All","Under 18","Poverty Status Determined","Number","Margins of Error",889.63
"Tolland County","09013","2013-2017","All","Under 18","Poverty Status Determined","Percent","Poverty Status",19.97
"Tolland County","09013","2013-2017","All","Under 18","Poverty Status Determined","Percent","Margins of Error",0.64
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Margins of Error",28
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Poverty Status",0
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Margins of Error",73.68
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Poverty Status",38
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Margins of Error",28
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Poverty Status",0
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Margins of Error",96.99
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Poverty Status",-9999
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Margins of Error",-9999
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Poverty Status",0
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Margins of Error",137.17
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",0
"Tolland County","09013","2013-2017","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",360.98
"Tolland County","09013","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Poverty Status",543
"Tolland County","09013","2013-2017","Asian Alone","Total","Below Poverty Level","Number","Margins of Error",205
"Tolland County","09013","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Poverty Status",10.71
"Tolland County","09013","2013-2017","Asian Alone","Total","Below Poverty Level","Percent","Margins of Error",3.99
"Tolland County","09013","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Poverty Status",5068
"Tolland County","09013","2013-2017","Asian Alone","Total","Poverty Status Determined","Number","Margins of Error",309
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Poverty Status",43
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Below Poverty Level","Number","Margins of Error",91.74
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Poverty Status",3.44
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Below Poverty Level","Percent","Margins of Error",7.31
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Poverty Status",1251
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Number","Margins of Error",194.32
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",24.68
"Tolland County","09013","2013-2017","Asian Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",3.53
"Tolland County","09013","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Poverty Status",558
"Tolland County","09013","2013-2017","Black or African American Alone","Total","Below Poverty Level","Number","Margins of Error",238
"Tolland County","09013","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Poverty Status",17.4
"Tolland County","09013","2013-2017","Black or African American Alone","Total","Below Poverty Level","Percent","Margins of Error",7.12
"Tolland County","09013","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Poverty Status",3207
"Tolland County","09013","2013-2017","Black or African American Alone","Total","Poverty Status Determined","Number","Margins of Error",383
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Poverty Status",179
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Number","Margins of Error",135.33
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Poverty Status",22.46
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Below Poverty Level","Percent","Margins of Error",15.25
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Poverty Status",797
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Number","Margins of Error",265.04
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",24.85
"Tolland County","09013","2013-2017","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",7.71
"Tolland County","09013","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",1160
"Tolland County","09013","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",411
"Tolland County","09013","2013-2017","Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",17.71
